'9.7', 1, 1, 52, -48, 18, 0, 0, 0
'9.8', 1, 1, -20, 520, 34, 0, 0, 0
'9.9', 1, 1, -74, 502, 31, 0, 0, 1
'9.10', 1, 1, -68, 502, 31, 0, 0, 1
'10.1', 1, 1, -78, 1402, 91, 0, 0, 1
'10.2', 6, 6, 276, 196, 24, 1, 0, 0
'10.3', 6, 2, 44, -24, 18, 0, 0, 1
'10.4', 6, 1, 50, -24, 18, 0, 0, 1
'10.5', 3, 3, -6, 174, 18, 1, 1, 0
'10.6', 3, 3, 96, 220, 24, 1, 1, 0
'10.7', 3, 3, 54, 28, 24, 1, 1, 0
'10.8', 3, 3, -12, 30, 18, 1, 1, 0
'10.9', 1, 1, -120, 1648, 64, 0, 0, 0
'10.10', 3, 3, 104, 44, 12, 0, 0, 0
'11.1', 3, 3, -82, 76, 18, 0, 1, 0
'11.2', 1, 1, -64, 1498, 97, 0, 0, 1
'11.3', 1, 1, -78, 1402, 91, 0, 0, 1
'11.4', 1, 1, -50, 152, 20, 0, 0, 0
'11.5', 2, 2, 40, 20, 8, 1, 1, 0
'11.6', 1, 1, -74, 1596, 102, 0, 0, 0
'11.7', 1, 1, 52, -48, 18, 0, 0, 0
'11.8', 1, 1, -20, 616, 34, 0, 0, 0
'11.9', 1, 1, -34, 324, 18, 0, 0, 0
'11.10', 1, 1, -68, 262, 31, 0, 0, 1
'11.11', 1, 1, -74, 502, 31, 0, 0, 1
'11.12', 1, 1, -78, 578, 35, 0, 0, 1
'11.13', 3, 1, -82, 582, 39, 0, 0, 1
'11.14', 1, 1, -74, 426, 27, 0, 0, 1
'11.15', 3, 3, 190, -10, 3, 0, 1, 1
'11.16', 1, 1, -80, 554, 35, 0, 0, 1
'11.17', 3, 3, 144, 30, 6, 1, 0, 0
'11.18', 1, 1, -82, 194, 26, 1, 0, 0
'11.19', 3, 3, -42, 48, 12, 1, 0, 0
'11.20', 2, 1, -72, 548, 32, 0, 0, 0
'11.21', 4, 4, 600, 28, 4, 0, 0, 1
'12.2', 2, 2, 528, -8, 16, 0, 0, 0
'12.3', 1, 1, 48, 68, 20, 0, 0, 0
'12.4', 1, 1, 48, -28, 20, 0, 0, 0
'12.5', 6, 6, 276, 100, 24, 1, 0, 0
'12.6', 3, 1, -20, 636, 36, 0, 0, 0
'12.7', 3, 3, -40, 114, 21, 0, 0, 1
'12.8', 1, 1, 192, -32, 4, 0, 0, 0
'12.9', 2, 2, 768, 80, 8, 0, 0, 0
'12.10', 2, 2, 768, -88, 8, 0, 0, 0
'12.12', 1, 1, 152, 16, 16, 0, 0, 0
'12.13', 1, 1, 104, 32, 20, 0, 0, 0
'12.14', 18, 3, 90, 324, 36, 1, 1, 0
'12.15', 1, 1, -68, 652, 40, 0, 0, 0
'12.16', 1, 1, 384, -112, 8, 0, 0, 0
'12.17', 1, 1, 24, 224, 32, 0, 0, 0
'12.18', 1, 1, 132, -4, 8, 0, 0, 0
'13.2', 1, 1, 384, -112, 8, 0, 0, 0
'13.3', 1, 1, 24, 224, 32, 0, 0, 0
'13.4', 1, 1, 132, -4, 8, 0, 0, 0
'13.5', 2, 2, 768, 8, 8, 0, 0, 0
'13.6', 6, 2, 44, -24, 18, 0, 0, 1
'13.7', 6, 1, 50, -24, 18, 0, 0, 1
'13.8', 3, 3, -6, 174, 18, 1, 1, 0
'13.9', 3, 3, 96, 220, 24, 1, 1, 0
'13.10', 3, 3, 54, 28, 24, 1, 1, 0
'13.11', 3, 3, -12, 30, 18, 1, 1, 0
'13.12', 3, 3, 272, -4, 12, 0, 1, 0
'13.13', 1, 1, -50, 224, 8, 0, 0, 0
'13.14', 6, 6, 276, 100, 24, 1, 1, 0
'13.15', 3, 1, -14, 1224, 48, 0, 0, 0
'13.16', 2, 2, 16, 84, 12, 0, 0, 0
'13.17', 1, 1, -74, 578, 35, 0, 0, 1
'14.1', 3, 3, 12, 20, 120, 0, 0, 0
'14.2', 1, 1, -68, 652, 40, 0, 0, 0
'14.3', 2, 1, -72, 548, 32, 0, 0, 0
'14.4', 1, 1, -74, 426, 27, 0, 0, 1
'14.5', 1, 1, -80, 554, 35, 0, 0, 1
'14.6', 1, 1, -82, -52, 26, 0, 0, 0
'14.7', 1, 1, 152, 16, 16, 0, 0, 0
'14.8', 1, 1, 104, 32, 20, 0, 0, 0
'14.9', 3, 3, 160, 44, 12, 0, 0, 0
'14.10', 8, 8, 248, -52, 32, 0, 0, 0
'14.11', 1, 1, -64, 308, 20, 0, 0, 0
'15.1', 18, 3, 90, 180, 36, 1, 1, 0
'15.2', 8, 8, 248, -52, 32, 0, 0, 0
'15.3', 3, 3, 160, 44, 12, 0, 0, 0
'15.4', 1, 1, -64, 476, 20, 0, 0, 0
'16.1', 6, 6, 2664, -36, 24, 0, 0, 0
'16.2', 9, 3, 156, 162, 54, 1, 1, 0
'16.3', 2, 1, -88, 168, 12, 0, 0, 0
'16.4', 3, 1, -30, -12, 6, 0, 1, 0
'16.5', 6, 6, 76, 102, 18, 0, 0, 0
'16.6', 3, 1, 126, -12, 6, 0, 1, 0
'16.7', 3, 3, -14, 174, 18, 1, 1, 0
'16.8', 9, 3, 546, 288, 54, 0, 1, 0
'16.9', 1, 1, -70, 1908, 6, 0, 0, 0
'16.10', 1, 1, -58, 180, 6, 0, 0, 0
'16.11', 6, 6, 356, 120, 18, 0, 0, 1
'16.12', 2, 1, 248, 168, 12, 0, 0, 0
'16.13', 3, 3, -4, 30, 18, 1, 1, 0
'16.14', 2, 1, 96, 64, 16, 1, 1, 0
'16.15', 3, 3, 40, 28, 24, 1, 1, 0
'16.16', 1, 1, 34, 32, 8, 0, 0, 0
'16.17', 3, 3, 110, 28, 24, 1, 1, 0
'18.1', 1, 1, -50, 224, 8, 0, 0, 0
'18.2', 3, 1, -14, 1224, 48, 0, 0, 0
'18.3', 2, 2, 16, 84, 12, 0, 0, 0
'18.4', 1, 1, -62, 288, 36, 0, 0, 0
